t,tRel,x,y,z,alpha,beta,gamma
1444785460281,0.0,-0.061899019142795088,-0.0030659693386285549,-0.9795238050391325,352.94986289816234,0.14923712828843189,-2.7103210254576475
1444785460313,0.032000000000000001,-0.047225079083263156,-0.0019829651292504968,-0.98858441010578912,352.88360121060811,0.12508385192712401,-2.6595481459811872
1444785460324,0.042999999999999997,-0.047225079083263156,-0.0019829651292504968,-0.98858441010578912,352.88360121060811,0.12508385192712401,-2.6595481459811872
1444785460340,0.058999999999999997,-0.039979628894428708,-0.0016473864634102635,-0.99575362452245553,352.87964969896944,0.12264223524835209,-2.6210782181692731
1444785460357,0.075999999999999998,-0.039979628894428708,-0.0016473864634102635,-0.99575362452245553,352.87964969896944,0.12264223524835209,-2.6210782181692731
1444785460373,0.091999999999999998,-0.039979628894428708,-0.0016473864634102635,-0.99575362452245553,352.87964969896944,0.12264223524835209,-2.6210782181692731
1444785460390,0.109,-0.039461007695524047,-0.0025015868809391069,-0.99846872319839486,352.88802236531427,0.12072209423301263,-2.5984687800197248
1444785460407,0.126,-0.039461007695524047,-0.0025015868809391069,-0.99846872319839486,352.88802236531427,0.12072209423301263,-2.5984687800197248
1444785460424,0.14299999999999999,-0.039461007695524047,-0.0025015868809391069,-0.99846872319839486,352.88802236531427,0.12072209423301263,-2.5984687800197248
1444785460441,0.16,-0.049314819086504674,-0.004881145076771151,-0.9971264087532381,352.92413168677353,0.15831447722673464,-2.6165024654098059
1444785460457,0.17599999999999999,-0.049314819086504674,-0.004881145076771151,-0.9971264087532381,352.92413168677353,0.15831447722673464,-2.6165024654098059
1444785460474,0.193,-0.049314819086504674,-0.004881145076771151,-0.9971264087532381,352.92413168677353,0.15831447722673464,-2.6165024654098059
1444785460491,0.20999999999999999,-0.052640098471801615,-0.005308245270988627,-0.98863016059983388,352.93896514511363,0.18794007464404075,-2.6383109043516435
1444785460508,0.22700000000000001,-0.052640098471801615,-0.005308245270988627,-0.98863016059983388,352.93896514511363,0.18794007464404075,-2.6383109043516435
1444785460525,0.24399999999999999,-0.052640098471801615,-0.005308245270988627,-0.98863016059983388,352.93896514511363,0.18794007464404075,-2.6383109043516435
1444785460542,0.26100000000000001,-0.042816796099559885,-0.0015101043745016423,-0.98765391668840696,352.89893046865274,0.1946897104267786,-2.6583521864120039
1444785460560,0.27900000000000003,-0.042816796099559885,-0.0015101043745016423,-0.98765391668840696,352.89893046865274,0.1946897104267786,-2.6583521864120039
1444785460577,0.29599999999999999,-0.042816796099559885,-0.0015101043745016423,-0.98765391668840696,352.89893046865274,0.1946897104267786,-2.6583521864120039
1444785460594,0.313,-0.047240332137938018,-0.0017084006604943358,-0.99640952606463529,352.87375665755525,0.19340869292867016,-2.6652794355157274
1444785460611,0.33000000000000002,-0.047240332137938018,-0.0017084006604943358,-0.99640952606463529,352.87375665755525,0.19340869292867016,-2.6652794355157274
1444785460628,0.34699999999999998,-0.047240332137938018,-0.0017084006604943358,-0.99640952606463529,352.87375665755525,0.19340869292867016,-2.6652794355157274
1444785460645,0.36399999999999999,-0.048109787908559166,-0.005735345465206103,-0.99253508550579406,352.84647679684434,0.17548263151116095,-2.6733711288368975
1444785460662,0.38100000000000001,-0.048109787908559166,-0.005735345465206103,-0.99253508550579406,352.84647679684434,0.17548263151116095,-2.6733711288368975
1444785460679,0.39800000000000002,-0.048109787908559166,-0.005735345465206103,-0.99253508550579406,352.84647679684434,0.17548263151116095,-2.6733711288368975
1444785460697,0.41599999999999998,-0.044464179304454267,-0.0064217564916270462,-0.99280963222727614,352.77675037512932,0.15162064193138738,-2.6713662037564192
1444785460714,0.433,-0.044464179304454267,-0.0064217564916270462,-0.99280963222727614,352.77675037512932,0.15162064193138738,-2.6713662037564192
1444785460730,0.44900000000000001,-0.044464179304454267,-0.0064217564916270462,-0.99280963222727614,352.77675037512932,0.15162064193138738,-2.6713662037564192
1444785460747,0.46600000000000003,-0.043640486771002539,-0.0019677116963550461,-0.99326724516425058,352.73079422147043,0.13564837283293207,-2.6698863067773599
1444785460764,0.48299999999999998,-0.043640486771002539,-0.0019677116963550461,-0.99326724516425058,352.73079422147043,0.13564837283293207,-2.6698863067773599
1444785460784,0.503,-0.043640486771002539,-0.0019677116963550461,-0.99326724516425058,352.73079422147043,0.13564837283293207,-2.6698863067773599
1444785460801,0.52000000000000002,-0.047316600975314052,-0.0013575683581014092,-0.99390792012719709,352.6680042048622,0.11873701955365804,-2.716142503450206
1444785460818,0.53700000000000003,-0.047316600975314052,-0.0013575683581014092,-0.99390792012719709,352.6680042048622,0.11873701955365804,-2.716142503450206
1444785460836,0.55500000000000005,-0.047316600975314052,-0.0013575683581014092,-0.99390792012719709,352.6680042048622,0.11873701955365804,-2.716142503450206
1444785460853,0.57199999999999995,-0.041855820429819432,-0.0022880367547364771,-0.99669931146840984,352.61325631053614,0.068071233699090086,-2.7492313429388533
1444785460871,0.58999999999999997,-0.041855820429819432,-0.0022880367547364771,-0.99669931146840984,352.61325631053614,0.068071233699090086,-2.7492313429388533
1444785460888,0.60699999999999998,-0.041306691608682673,-0.0014643435812191291,-1.0123495131284548,352.54071984120094,0.025498347224943631,-2.7984653606611971
1444785460905,0.624,-0.041306691608682673,-0.0014643435812191291,-1.0123495131284548,352.54071984120094,0.025498347224943631,-2.7984653606611971
1444785460922,0.64100000000000001,-0.041306691608682673,-0.0014643435812191291,-1.0123495131284548,352.54071984120094,0.025498347224943631,-2.7984653606611971
1444785460940,0.65900000000000003,-0.027639483997216645,-0.0040421982667011094,-0.99984156362402943,352.55944963466544,0.058256631069582683,-2.7494033444683841
1444785460957,0.67600000000000005,-0.027639483997216645,-0.0040421982667011094,-0.99984156362402943,352.55944963466544,0.058256631069582683,-2.7494033444683841
1444785460974,0.69299999999999995,-0.027639483997216645,-0.0040421982667011094,-0.99984156362402943,352.55944963466544,0.058256631069582683,-2.7494033444683841
1444785460991,0.70999999999999996,-0.021110950595026153,-0.014262095422064006,-1.0111902318626762,352.64024068416148,0.099111197595246461,-2.8541802675499404
1444785461008,0.72699999999999998,-0.021110950595026153,-0.014262095422064006,-1.0111902318626762,352.64024068416148,0.099111197595246461,-2.8541802675499404
1444785461025,0.74399999999999999,-0.021110950595026153,-0.014262095422064006,-1.0111902318626762,352.64024068416148,0.099111197595246461,-2.8541802675499404
1444785461043,0.76200000000000001,0.001113511220638419,-0.016123032098958573,-1.0632659037122605,352.84857209831091,0.09091224204940572,-2.872588413577454
1444785461060,0.77900000000000003,0.001113511220638419,-0.016123032098958573,-1.0632659037122605,352.84857209831091,0.09091224204940572,-2.872588413577454
1444785461078,0.79700000000000004,0.001113511220638419,-0.016123032098958573,-1.0632659037122605,352.84857209831091,0.09091224204940572,-2.872588413577454
1444785461096,0.81499999999999995,0.035556091168604857,-0.034625622306467513,-1.0918206619956623,353.34742443363837,0.090868413488265631,-2.8270417408718482
1444785461113,0.83199999999999996,0.035556091168604857,-0.034625622306467513,-1.0918206619956623,353.34742443363837,0.090868413488265631,-2.8270417408718482
1444785461129,0.84799999999999998,0.035556091168604857,-0.034625622306467513,-1.0918206619956623,353.34742443363837,0.090868413488265631,-2.8270417408718482
1444785461146,0.86499999999999999,0.020958416673386132,-0.05071814689956957,-1.1630243211148437,354.27117274628563,0.18786825144125835,-2.7225193745693352
1444785461163,0.88200000000000001,0.020958416673386132,-0.05071814689956957,-1.1630243211148437,354.27117274628563,0.18786825144125835,-2.7225193745693352
1444785461180,0.89900000000000002,0.020958416673386132,-0.05071814689956957,-1.1630243211148437,354.27117274628563,0.18786825144125835,-2.7225193745693352
1444785461197,0.91600000000000004,0.031956246674486134,-0.09928554530121636,-1.1814811807285297,355.55883687454349,0.51800369382692824,-2.2884319149019885
1444785461213,0.93200000000000005,0.031956246674486134,-0.09928554530121636,-1.1814811807285297,355.55883687454349,0.51800369382692824,-2.2884319149019885
1444785461230,0.94899999999999995,0.031956246674486134,-0.09928554530121636,-1.1814811807285297,355.55883687454349,0.51800369382692824,-2.2884319149019885
