t,tRel,x,y,z,alpha,beta,gamma
1444782934975,0.0,0.02413116097328738,-0.12004566359384958,-0.9900487641317155,346.56884587667355,5.1585661569784307,5.9750474215160843
1444782935029,0.053999999999999999,0.089340210345286067,-0.11234260465756103,-0.97737300766347146,345.92001802915649,5.286489749405928,6.3296677487582826
1444782935046,0.070999999999999994,0.089340210345286067,-0.11234260465756103,-0.97737300766347146,345.92001802915649,5.286489749405928,6.3296677487582826
1444782935064,0.088999999999999996,0.089340210345286067,-0.11234260465756103,-0.97737300766347146,345.92001802915649,5.286489749405928,6.3296677487582826
1444782935081,0.106,0.10833091418765535,-0.08731148302624625,-0.9754968603507963,345.77023060228896,5.2221929185668197,6.2836632582645446
1444782935099,0.124,0.10833091418765535,-0.08731148302624625,-0.9754968603507963,345.77023060228896,5.2221929185668197,6.2836632582645446
1444782935116,0.14099999999999999,0.099651624664942415,-0.09710428033651837,-0.96158558943396222,345.74950358281131,5.2128536288660801,6.2613174949901715
1444782935132,0.157,0.099651624664942415,-0.09710428033651837,-0.96158558943396222,345.74950358281131,5.2128536288660801,6.2613174949901715
1444782935149,0.17399999999999999,0.099651624664942415,-0.09710428033651837,-0.96158558943396222,345.74950358281131,5.2128536288660801,6.2613174949901715
1444782935166,0.191,0.11135112020183281,-0.098583879765425972,-0.97963054750252798,345.72958004309282,5.2074687055649171,6.070679099895699
1444782935183,0.20799999999999999,0.11135112020183281,-0.098583879765425972,-0.97963054750252798,345.72958004309282,5.2074687055649171,6.070679099895699
1444782935201,0.22600000000000001,0.11135112020183281,-0.098583879765425972,-0.97963054750252798,345.72958004309282,5.2074687055649171,6.070679099895699
1444782935218,0.24299999999999999,0.079959257788857416,-0.10608863659694345,-1.0026177301316423,345.78418941740034,5.2675445028839603,5.9157685210599489
1444782935235,0.26000000000000001,0.079959257788857416,-0.10608863659694345,-1.0026177301316423,345.78418941740034,5.2675445028839603,5.9157685210599489
1444782935252,0.27700000000000002,0.079959257788857416,-0.10608863659694345,-1.0026177301316423,345.78418941740034,5.2675445028839603,5.9157685210599489
1444782935268,0.29299999999999998,0.10441074483881245,-0.1001702472603539,-0.98525915096984096,345.61861466465928,5.2977736167492608,5.8756089582029567
1444782935286,0.311,0.10441074483881245,-0.1001702472603539,-0.98525915096984096,345.61861466465928,5.2977736167492608,5.8756089582029567
1444782935303,0.32800000000000001,0.10441074483881245,-0.1001702472603539,-0.98525915096984096,345.61861466465928,5.2977736167492608,5.8756089582029567
1444782935319,0.34399999999999997,0.12646742008547662,-0.09823304234250807,-0.96521593363677449,345.41448415856934,5.335520854647644,6.0197629519899527
1444782935336,0.36099999999999999,0.12646742008547662,-0.09823304234250807,-0.96521593363677449,345.41448415856934,5.335520854647644,6.0197629519899527
1444782935354,0.379,0.12646742008547662,-0.09823304234250807,-0.96521593363677449,345.41448415856934,5.335520854647644,6.0197629519899527
1444782935394,0.41899999999999998,0.12646742008547662,-0.09823304234250807,-0.96521593363677449,345.41448415856934,5.335520854647644,6.0197629519899527
1444782935411,0.436,0.11096977981170554,-0.10160408641966905,-0.98527439942768069,345.37167244195223,5.3517874498622007,6.0453520990640532
1444782935428,0.45300000000000001,0.087204707512189603,-0.088577526306515608,-0.97105805042651672,345.42611263014896,5.3359415015010843,5.9603562166589361
1444782935445,0.46999999999999997,0.087204707512189603,-0.088577526306515608,-0.97105805042651672,345.42611263014896,5.3359415015010843,5.9603562166589361
1444782935463,0.48799999999999999,0.087204707512189603,-0.088577526306515608,-0.97105805042651672,345.42611263014896,5.3359415015010843,5.9603562166589361
1444782935480,0.505,0.11777287576245533,-0.088775826549277584,-0.9829405926278042,345.31606484936412,5.3220985636484741,5.9645658709042415
1444782935498,0.52300000000000002,0.11777287576245533,-0.088775826549277584,-0.9829405926278042,345.31606484936412,5.3220985636484741,5.9645658709042415
1444782935515,0.54000000000000004,0.11777287576245533,-0.088775826549277584,-0.9829405926278042,345.31606484936412,5.3220985636484741,5.9645658709042415
1444782935532,0.55700000000000005,0.11237311041778404,-0.10468530738737174,-0.98420666104519616,345.06411237117169,5.4182097377582279,6.0356720203724468
1444782935549,0.57399999999999995,0.11237311041778404,-0.10468530738737174,-0.98420666104519616,345.06411237117169,5.4182097377582279,6.0356720203724468
1444782935566,0.59099999999999997,0.14289552584649359,-0.10384635964629717,-0.96963947694862551,344.69862017900647,5.6413387622519053,5.8739719021616814
1444782935584,0.60899999999999999,0.14289552584649359,-0.10384635964629717,-0.96963947694862551,344.69862017900647,5.6413387622519053,5.8739719021616814
1444782935605,0.63,0.14289552584649359,-0.10384635964629717,-0.96963947694862551,344.69862017900647,5.6413387622519053,5.8739719021616814
1444782935630,0.65500000000000003,0.18499539840962662,-0.10563102831499162,-0.99993308916736368,344.69870184667548,5.6716733255485581,6.0530791652143296
1444782935647,0.67200000000000004,0.18499539840962662,-0.10563102831499162,-0.99993308916736368,344.69870184667548,5.6716733255485581,6.0530791652143296
1444782935664,0.68899999999999995,0.18499539840962662,-0.10563102831499162,-0.99993308916736368,344.69870184667548,5.6716733255485581,6.0530791652143296
1444782935682,0.70699999999999996,0.25075357474075299,-0.083177764685862479,-0.9536384844158895,344.74775622250974,5.8684344031736195,6.0095577145242682
1444782935699,0.72399999999999998,0.25075357474075299,-0.083177764685862479,-0.9536384844158895,344.74775622250974,5.8684344031736195,6.0095577145242682
1444782935716,0.74099999999999999,0.33207040100408741,-0.08076769371817949,-0.97712898671880999,345.00886708754672,6.0319884635585872,5.8754003805687791
1444782935734,0.75900000000000001,0.33207040100408741,-0.08076769371817949,-0.97712898671880999,345.00886708754672,6.0319884635585872,5.8754003805687791
1444782935751,0.77600000000000002,0.33207040100408741,-0.08076769371817949,-0.97712898671880999,345.00886708754672,6.0319884635585872,5.8754003805687791
1444782935768,0.79300000000000004,0.33013320399978013,-0.071127439639592782,-0.98545744097155297,345.73397625316102,6.2702918229497033,5.7163955368567345
1444782935787,0.81200000000000006,0.33013320399978013,-0.071127439639592782,-0.98545744097155297,345.73397625316102,6.2702918229497033,5.7163955368567345
1444782935804,0.82899999999999996,0.33013320399978013,-0.071127439639592782,-0.98545744097155297,345.73397625316102,6.2702918229497033,5.7163955368567345
1444782935820,0.84499999999999997,0.31889131674484161,-0.072912104584269069,-0.93367152426809552,347.28127364623236,6.6110443020053395,5.7378171847979598
1444782935838,0.86299999999999999,0.31889131674484161,-0.072912104584269069,-0.93367152426809552,347.28127364623236,6.6110443020053395,5.7378171847979598
1444782935855,0.88,0.31889131674484161,-0.072912104584269069,-0.93367152426809552,347.28127364623236,6.6110443020053395,5.7378171847979598
1444782935872,0.89700000000000002,0.1822955150390376,-0.074361194528935512,-0.97676288780398846,352.2929192205562,6.667671894905209,6.1556343795448027
1444782935889,0.91400000000000003,0.1822955150390376,-0.074361194528935512,-0.97676288780398846,352.2929192205562,6.667671894905209,6.1556343795448027
1444782935906,0.93100000000000005,0.1822955150390376,-0.074361194528935512,-0.97676288780398846,352.2929192205562,6.667671894905209,6.1556343795448027
1444782935924,0.94899999999999995,0.1822955150390376,-0.074361194528935512,-0.97676288780398846,352.2929192205562,6.667671894905209,6.1556343795448027
1444782935941,0.96599999999999997,0.1822955150390376,-0.074361194528935512,-0.97676288780398846,352.2929192205562,6.667671894905209,6.1556343795448027
1444782935958,0.98299999999999998,0.1822955150390376,-0.074361194528935512,-0.97676288780398846,352.2929192205562,6.667671894905209,6.1556343795448027
1444782935975,1.0,-0.022666817450256036,-0.039674557327130516,-1.0068276693481213,358.92745095764246,6.6285451872276697,5.7954720844653087
1444782935992,1.0169999999999999,-0.022666817450256036,-0.039674557327130516,-1.0068276693481213,358.92745095764246,6.6285451872276697,5.7954720844653087
1444782936009,1.034,-0.022666817450256036,-0.039674557327130516,-1.0068276693481213,358.92745095764246,6.6285451872276697,5.7954720844653087
1444782936026,1.0509999999999999,-0.16298447738102542,-0.077274631720651452,-1.0393788148888845,2.2344573982717915,6.6826325952943622,5.3269381725092613
1444782936043,1.0680000000000001,-0.16298447738102542,-0.077274631720651452,-1.0393788148888845,2.2344573982717915,6.6826325952943622,5.3269381725092613
1444782936060,1.085,-0.16298447738102542,-0.077274631720651452,-1.0393788148888845,2.2344573982717915,6.6826325952943622,5.3269381725092613
1444782936077,1.1020000000000001,-0.16197774865697767,-0.097653410554161921,-1.0126393311173882,4.6370599612391814,6.8092824036148443,5.1995017464179112
