t,tRel,x,y,z,alpha,beta,gamma
1433107950876,0.0,-0.0035388301806590851,-0.026525972776578224,-0.97776964911319508,350.11002565061739,1.0478500903476364,0.40193087616433493
1433107950921,0.044999999999999998,-0.0058116133570306518,-0.019433058836895147,-0.99108601464672053,350.11132541031606,0.67272526307412839,0.2761204650193278
1433107950972,0.096000000000000002,0.0068336031074796117,-0.0088318222224095036,-0.99799588378401549,349.99446758066694,0.54654730548987929,0.19871742810975551
1433107951023,0.14699999999999999,0.015070535424530931,-0.0028676727326030515,-0.9913300411774093,350.08012454340422,0.42464712381639014,0.15315691405728041
1433107951074,0.19800000000000001,0.016870458544407049,-0.0024558261167504855,-0.9997042936309064,350.23416771761561,0.37192032086957472,0.055578904542175567
1433107951125,0.249,0.00070166460478585297,-0.0096250079482581141,-0.96096015734282847,350.41448873075126,0.16967211929726639,-0.12354037528005896
1433107951176,0.29999999999999999,-0.013011302578019236,-0.0097012756073315293,-0.99425877337719204,351.02881274157312,-0.12060827967774641,-0.55260164402379763
1433107951227,0.35099999999999998,-0.029515674136100553,-0.015833214575527558,-1.0157205409130363,351.1110974612493,-0.22099962778947754,-0.68138854185667452
1433107951278,0.40200000000000002,-0.029866507369498019,-0.0039964379971086494,-1.0186949868321846,351.12839999309085,-0.23178996824730122,-0.62959032665983361
1433107951329,0.45300000000000001,-0.024665036216059224,-0.0092131615651566828,-1.0198389940374986,350.98715377157595,-0.13292204819517467,-0.49051085238453596
1433107951383,0.50700000000000001,0.0053387519622161775,0.0028829263073312248,-1.0039295388020291,350.90877682820053,-0.00034316344808480175,-0.37452153897013563
1433107951435,0.55900000000000005,0.0081911715819565894,-0.0025320940376689265,-1.0049820194166286,350.97708065219342,0.12512989635233313,-0.26624413692670335
1433107951486,0.60999999999999999,0.0081911715819565894,-0.0025320940376689265,-1.0049820194166286,350.97708065219342,0.12512989635233313,-0.26624413692670335
1433107951538,0.66200000000000003,-0.012218116735795058,-0.01211134122173842,-0.98336767140891734,350.75223210157168,0.57586208644796033,-0.15864818880650813
1433107951589,0.71299999999999997,-0.0018304293165075064,-0.013957024436643645,-0.97020384445205454,350.64147937011785,0.71073482774134555,0.020739376502920927
1433107951640,0.76400000000000001,0.0070013924694936206,-0.0035235766022941751,-0.97722047187982242,350.65456427476147,0.84383089378017351,0.19189710195468812
1433107951691,0.81499999999999995,0.017953461735498891,-0.017267050010824545,-0.96846496631060019,350.52850145733964,0.9389515669373989,0.29515505702173839
1433107951742,0.86599999999999999,0.032993490934304544,-0.015192563993262425,-0.94172541364476781,350.50363890459624,0.84836824485237738,0.2858445023533922
1433107951794,0.91800000000000004,0.03810344015205161,-0.0017084007768699029,-0.9163892497727979,351.20133350380138,0.32521259514932727,0.32810896365134107
1433107951845,0.96899999999999997,0.03810344015205161,-0.0017084007768699029,-0.9163892497727979,351.20133350380138,0.32521259514932727,0.32810896365134107
1433107951896,1.02,0.17210612934630051,0.11022235726483856,-0.68581610707256635,352.25872143683381,-1.8293595137703151,0.63623331020698115
1433107951947,1.071,0.17210612934630051,0.11022235726483856,-0.68581610707256635,352.25872143683381,-1.8293595137703151,0.63623331020698115
1433107951998,1.1220000000000001,0.07002918013531019,0.12751991513064634,-0.91199620430763129,355.23756176560101,-5.0049340927872823,1.2137169303049502
1433107952049,1.173,0.068854652739203048,0.1322180209910567,-0.95880942513748502,357.05599729499562,-6.5894502789739953,1.869611798305103
1433107952100,1.224,0.089736801520764631,0.13953974186472934,-0.94675907960911554,358.79939791383435,-8.4509856255818381,1.9701473981364057
1433107952151,1.2749999999999999,0.054684080300210887,0.15743218230423453,-0.98737935832936818,1.0490779074882166,-10.425200277159641,2.1736924640644677
1433107952203,1.327,-0.012645214602501186,0.12634538214851196,-0.99233682389972033,3.3922319400192116,-12.638346491101316,1.2967619990365611
1433107952255,1.379,-0.043594726035907805,0.17219763871343097,-0.97270541826983625,6.3152268689712319,-15.156538630639988,0.91631711292987106
1433107952306,1.4299999999999999,-0.168735084338135,0.25436867653725476,-1.0354739286196128,8.1647395896316191,-17.814350502679709,0.42703028039153629
1433107952357,1.4810000000000001,-0.10172611388283265,0.38655619037158168,-1.1846691637107234,9.3253028545861643,-19.497553084686963,0.050091270695559117
1433107952408,1.532,-0.15557124039043943,0.36367581723818965,-1.1183770972407525,10.186452867986668,-20.57452419742711,0.040499631037146253
1433107952459,1.583,-0.095609431402390713,0.38556468729576271,-1.0884343378065071,10.603271323573116,-21.191550470794489,0.071993702889440098
1433107952510,1.6339999999999999,-0.097241562309051413,0.3746889101277,-1.0100462060372717,10.922909638664986,-21.382916224392204,0.1800958922979583
1433107952561,1.6850000000000001,-0.08017281160998431,0.3667722857327278,-0.9829406121788995,11.025793650149001,-21.401056295320739,0.029452951340404755
1433107952613,1.7370000000000001,-0.11072572814389421,0.35177802751006682,-0.94189318066267291,11.042920077362675,-21.001719101193707,-0.30338137888571148
1433107952664,1.788,-0.17779570430086422,0.3048885392538907,-0.92609051350982152,10.154320157374258,-20.678418060783322,-0.42579302697057642
1433107952715,1.839,-0.22831555444893886,0.31754900371073863,-0.94915392585957425,8.250073295519476,-20.31787220008853,-0.45590145119058706
1433107952766,1.8899999999999999,-0.19545935759022634,0.36520117879869884,-0.97964582063198824,5.922557435441985,-19.787716326847931,0.13059466722772636
1433107952818,1.9419999999999999,-0.21704317260583175,0.34569184089792465,-0.96366009471168079,2.686804080920695,-19.212958666661745,0.30908318559155529
